productkey|currencyalternatekey|first_name|last_name|orderdatekey|orderquantity|unitprice|secretcode
354|USD|Alvarez|Wendy|2012-05-25|1|2071.4196|80d70e5725
354|USD|Arthur|Allen|2012-01-24|1|2071.4196|940f77bbcb
354|USD|Bailey|Abigail|2012-12-12|1|2071.4196|79a34d3697
354|USD|Barnes|Lauren|2012-06-21|1|2071.4196|50dc7b7d36
354|USD|Bradley|Ana|2012-11-24|1|2071.4196|b6c5ad0e42
354|USD|Brooks|Faith|2012-03-08|1|2071.4196|fd10e65a97
354|USD|Butler|Jacqueline|2012-12-18|1|2071.4196|d7a21b01bc
354|USD|Carter|Isaiah|2012-12-09|1|2071.4196|e8c9740fc5
354|USD|Chande|Barbara|2012-07-31|1|2071.4196|40559d4be4
354|USD|Clark|Justin|2012-08-29|1|2071.4196|80a90223ff
354|USD|Diaz|Jeremiah|2012-02-01|1|2071.4196|24dc970ada
354|USD|Dominguez|Meredith|2012-10-05|1|2071.4196|b1526b021c
354|USD|Gomez|Kari|2012-06-07|1|2071.4196|3d0f72cf20
354|USD|Green|Jan|2012-07-16|1|2071.4196|433eb32b70
354|USD|Griffin|Eduardo|2012-04-16|1|2071.4196|bdc6b57de3
354|USD|Griffin|Faith|2012-11-02|1|2071.4196|cc66404380
354|USD|Hill|Thomas|2012-06-01|1|2071.4196|10a4d63b56
354|USD|Jenkins|Brianna|2012-11-27|1|2071.4196|187ae96e3f
354|USD|Johnson|Hunter|2012-11-28|1|2071.4196|34c2a202b5
354|USD|Kelly|Abigail|2012-06-17|1|2071.4196|17f7d597cc
354|USD|Kelly|Sara|2012-03-09|1|2071.4196|9fe6732101
354|USD|Kelly|Sean|2012-09-21|1|2071.4196|104aba1994
354|USD|Liang|Shannon|2012-10-17|1|2071.4196|5745682eed
354|USD|Liang|Susan|2012-02-28|1|2071.4196|b4a50ae884
354|USD|Lin|Tiffany|2012-06-16|1|2071.4196|a6779e9682
354|USD|Lopez|Marco|2012-12-14|1|2071.4196|da524ad882
354|USD|Madan|Adriana|2012-07-15|1|2071.4196|7e3e7fa527
354|USD|Martin|Alexandra|2012-09-25|1|2071.4196|0c3dfb563b
354|USD|Martinez|Samantha|2012-11-23|1|2071.4196|df7c62b6b9
354|USD|Miller|Marcus|2012-11-04|1|2071.4196|a305e37ca4
354|USD|Munoz|Janet|2012-11-29|1|2071.4196|d315fab740
354|USD|Nara|Bridget|2012-12-21|1|2071.4196|edf9ffc131
354|USD|Pal|Devon|2012-02-24|1|2071.4196|3f0eab92d9
354|USD|Patel|Lydia|2012-08-20|1|2071.4196|2843baf2a9
354|USD|Patterson|Mariah|2012-05-22|1|2071.4196|d4b8a06d62
354|USD|Perez|Mary|2012-06-21|1|2071.4196|208473e65d
354|USD|Perez|Samuel|2012-11-22|1|2071.4196|d4bd23182a
354|USD|Perry|Katherine|2012-08-02|1|2071.4196|459b313264
354|USD|Perry|Rachel|2012-08-03|1|2071.4196|91137bb767
354|USD|Peterson|Jasmine|2012-02-11|1|2071.4196|6fdee330a4
354|USD|Peterson|Victoria|2012-08-23|1|2071.4196|714f991342
354|USD|Powell|Robert|2012-12-16|1|2071.4196|f26f77f005
354|USD|Prasad|Meredith|2012-05-13|1|2071.4196|c772d0933b
354|USD|Raji|Johnny|2012-12-27|1|2071.4196|e64ba262ae
354|USD|Raji|Kelvin|2012-07-24|1|2071.4196|5288c931c2
354|USD|Raman|Preston|2012-08-20|1|2071.4196|f4f0415286
354|USD|Ready|Rodrigo|2012-11-25|1|2071.4196|69af0123d6
354|USD|Reed|Anna|2012-11-23|1|2071.4196|96b401ab6f
354|USD|Rivera|Danielle|2012-07-20|1|2071.4196|1c528e8ee4
354|USD|Rodriguez|Brenda|2012-03-25|1|2071.4196|2a907dd566
354|USD|Ross|Abigail|2012-11-24|1|2071.4196|73e49f0637
354|USD|Ross|Taylor|2012-05-14|1|2071.4196|d5356677a6
354|USD|Sai|Cindy|2012-12-25|1|2071.4196|da24d3b6ad
354|USD|Sara|Rebekah|2012-10-27|1|2071.4196|bcc4ca00f7
354|USD|Schmidt|Nancy|2012-10-28|1|2071.4196|9c9b4a31da
354|USD|Scott|Jack|2012-05-23|1|2071.4196|1f3e6094e4
354|USD|Serrano|Sabrina|2012-03-12|1|2071.4196|8da272e922
354|USD|Simmons|Grace|2012-02-05|1|2071.4196|6a346de3a1
354|USD|Simmons|Noah|2012-10-16|1|2071.4196|8cfb179585
354|USD|Simpson|David|2012-07-07|1|2071.4196|1d0bea63fb
354|USD|Stewart|Isaiah|2012-06-09|1|2071.4196|8e79d4fe4d
354|USD|Suarez|Jill|2012-08-16|1|2071.4196|cffece26df
354|USD|Suri|Johnathan|2012-07-23|1|2071.4196|b2004ec79e
354|USD|Vance|Virginia|2012-10-25|1|2071.4196|a046d4dfd9
354|USD|Watson|Chase|2012-09-27|1|2071.4196|9175a5fa7f
354|USD|Watson|Dalton|2012-01-10|1|2071.4196|c0e12aab23
354|USD|Weisman|Charles|2012-05-21|1|2071.4196|c1ca33a844
354|USD|West|Jordyn|2012-12-16|1|2071.4196|bc433c1f3f
354|USD|Wilson|Emma|2012-11-30|1|2071.4196|1bd15cf579
354|USD|Wood|Jeremy|2012-11-25|1|2071.4196|ae559f0e30
354|USD|Wood|Jocelyn|2012-12-10|1|2071.4196|da40458606
354|USD|Wright|Amanda|2012-03-27|1|2071.4196|6cc11e9584
354|USD|Xie|Tony|2012-02-01|1|2071.4196|a925782afd
354|USD|Xu|Mitchell|2012-05-25|1|2071.4196|6c737af0c6
354|USD|Young|Amanda|2012-10-09|1|2071.4196|d42393be21
354|USD|Zhu|Micah|2012-12-15|1|2071.4196|2af5d88ae4
355|AUD|Chander|Bethany|2013-01-07|1|2319.99|91dfae3199
355|AUD|Deng|April|2012-12-30|1|2319.99|3e60385f61
355|AUD|Deng|Tasha|2013-02-18|1|2319.99|bf55e24a8f
355|AUD|Johnson|Elizabeth|2013-01-22|1|2319.99|d70ffb61bf
355|AUD|Luo|Casey|2013-01-09|1|2319.99|1a924dcf62
355|AUD|Malhotra|Stanley|2013-01-22|1|2319.99|7af18abf73
355|AUD|Mehta|Tina|2013-01-24|1|2319.99|dc171f8475
355|AUD|Ruiz|Julio|2013-01-23|1|2319.99|a226131122
355|AUD|Sanz|Ross|2013-01-09|1|2319.99|4a730a7158
355|GBP|Coleman|Alexis|2013-01-20|1|2319.99|c1579fe352
355|GBP|Hernandez|Anne|2012-12-30|1|2319.99|ceba945df6
355|GBP|Liang|Wesley|2013-02-10|1|2319.99|d20dee95f8
355|GBP|Lopez|Jermaine|2013-01-31|1|2319.99|b3e6923978
355|GBP|Miller|Emily|2013-01-05|1|2319.99|dcf3c77396
355|GBP|Raman|Meredith|2013-02-03|1|2319.99|68496a9362
355|USD|Alvarez|Andy|2013-02-10|1|2319.99|c172dcfb2a
355|USD|Barnes|Megan|2013-01-11|1|2319.99|05f5c0c867
355|USD|Cai|Kelli|2012-12-31|1|2319.99|f4ef9d381c
355|USD|Chavez|Johnny|2013-02-05|1|2319.99|f24e8c0bf8
355|USD|Cook|Ariana|2013-02-22|1|2319.99|82b80acfd6
355|USD|Gray|Ariana|2013-02-13|1|2319.99|8e62779709
355|USD|Gutierrez|Beth|2013-02-20|1|2319.99|596f92b1fd
355|USD|Gutierrez|Deanna|2013-02-11|1|2319.99|f64ceaf65c
355|USD|Gutierrez|Jacquelyn|2013-01-25|1|2319.99|449dca0504
355|USD|Howard|Taylor|2013-01-20|1|2319.99|19b94350e6
355|USD|Ortega|Paula|2013-01-30|1|2319.99|78b7e6b6c6
355|USD|Raji|Shaun|2013-01-05|1|2319.99|f02e9fb722
355|USD|Reed|Danielle|2013-01-22|1|2319.99|a51cffc441
355|USD|Rodriguez|Hunter|2013-02-08|1|2319.99|5d254245d3
355|USD|Rubio|Latasha|2013-01-23|1|2319.99|aa0c27090c
355|USD|Sanchez|Katelyn|2013-01-27|1|2319.99|bbb94b7eb8
355|USD|Sanchez|Megan|2013-01-21|1|2319.99|9e1322ebcb
355|USD|Turner|Jordan|2013-01-29|1|2319.99|6c7f95d64f
355|USD|Walker|Megan|2013-01-10|1|2319.99|d4218a95bf
355|USD|Ward|Makayla|2013-02-09|1|2319.99|1526f0031c
355|USD|Washington|Joan|2013-02-19|1|2319.99|113a8bc13f
355|USD|Young|Aaron|2013-02-06|1|2319.99|83e22a70ff
356|AUD|Alonso|Naomi|2012-12-20|1|2071.4196|26db81ded6
356|AUD|Andersen|Brendan|2012-10-24|1|2071.4196|6ee93a52e1
356|AUD|Arun|Brenda|2012-07-01|1|2071.4196|7ab4f53804
356|AUD|Arun|Troy|2012-11-09|1|2071.4196|f10e2ecebd
356|AUD|Black|Shawna|2012-10-10|1|2071.4196|575d2be156
356|AUD|Blanco|Victor|2012-11-26|1|2071.4196|212f6b89d3
356|AUD|Chande|Michele|2012-04-06|1|2071.4196|81c6418516
356|AUD|Chande|Willie|2012-12-06|1|2071.4196|c20ad959c8
356|AUD|Chandra|Jermaine|2012-09-07|1|2071.4196|a0c83babef
356|AUD|Cox|Isaac|2012-11-29|1|2071.4196|b0971c7fe3
356|AUD|Diaz|Josue|2012-09-29|1|2071.4196|0ead1fe1e5
356|AUD|Dominguez|Kristine|2012-08-27|1|2071.4196|9efba15d08
356|AUD|Evans|Jonathan|2012-09-29|1|2071.4196|7a0681d192
356|AUD|Fernandez|Holly|2012-02-10|1|2071.4196|7e7e80b021
356|AUD|Fernandez|Kristina|2012-02-27|1|2071.4196|95a2be7773
356|AUD|Fernandez|Lydia|2012-09-16|1|2071.4196|7d36707e24
356|AUD|Garcia|Rebekah|2012-08-11|1|2071.4196|5df16cbb81
356|AUD|Goel|Michele|2012-10-25|1|2071.4196|c17b6eca76
356|AUD|Goel|Tara|2012-09-22|1|2071.4196|f0ee3a44b8
356|AUD|Gonzalez|Edgar|2012-10-28|1|2071.4196|3010c8bc5f
356|AUD|Gonzalez|Savannah|2012-11-11|1|2071.4196|3b6e1079af
356|AUD|Gutierrez|Latasha|2012-10-02|1|2071.4196|3f00efa206
356|AUD|He|Jon|2012-09-03|1|2071.4196|07242b09ba
356|AUD|Hu|Krystal|2012-04-19|1|2071.4196|ae7c10ef65
356|AUD|Kumar|Derek|2012-10-21|1|2071.4196|8257b63015
356|AUD|Kumar|Mindy|2012-04-28|1|2071.4196|edc853c78f
356|AUD|Lal|Bradley|2012-06-18|1|2071.4196|ecaba29ef1
356|AUD|Lewis|Jasmine|2012-07-08|1|2071.4196|80acf3fe07
356|AUD|Li|Barbara|2012-12-17|1|2071.4196|040819caa5
356|AUD|Li|Stacey|2012-08-27|1|2071.4196|310ccc7ca2
356|AUD|Lopez|Carmen|2012-07-10|1|2071.4196|090f5fe07c
356|AUD|Lopez|Manuel|2012-08-08|1|2071.4196|93bff304f9
356|AUD|Lu|Crystal|2012-09-29|1|2071.4196|a5a6f81f0e
356|AUD|Luo|Kenneth|2012-10-05|1|2071.4196|c6484b9c6a
356|AUD|Martinez|Jermaine|2012-10-15|1|2071.4196|77b9899b85
356|AUD|Martinez|Manuel|2012-12-24|1|2071.4196|e8ab1513c0
356|AUD|Mehta|Jay|2012-10-13|1|2071.4196|33c8651986
356|AUD|Moore|Thomas|2012-08-12|1|2071.4196|286a20763f
356|AUD|Moreno|Dana|2012-10-25|1|2071.4196|25811f29c4
356|AUD|Navarro|Javier|2012-08-08|1|2071.4196|b864ee3f74
356|AUD|Ortega|Tyrone|2012-02-28|1|2071.4196|4cae4abbc5
356|AUD|Pal|Tamara|2012-03-23|1|2071.4196|26b4a4eba0
356|AUD|Perez|Evelyn|2012-09-26|1|2071.4196|9254cd0fe0
356|AUD|Perez|Joe|2012-09-04|1|2071.4196|f31b3e9657
356|AUD|Raje|Lacey|2012-01-28|1|2071.4196|64e4a829b5
356|AUD|Raman|Abby|2012-10-09|1|2071.4196|449b2794e1
356|AUD|Raman|Cindy|2012-12-17|1|2071.4196|324231b54f
356|AUD|Richardson|Abigail|2012-09-21|1|2071.4196|f0e4959600
356|AUD|Rodriguez|Bobby|2012-12-08|1|2071.4196|901865e5e2
356|AUD|Rodriguez|Jarrod|2012-07-14|1|2071.4196|87d1e8316b
356|AUD|Rubio|Jay|2012-10-06|1|2071.4196|1926e2ae76
356|AUD|Sai|Lydia|2012-07-19|1|2071.4196|ce30d0c08d
356|AUD|Sanz|Cheryl|2012-08-08|1|2071.4196|08cb056b7c
356|AUD|She|Jerry|2012-09-21|1|2071.4196|6463d0d64a
356|AUD|Shen|Nichole|2012-04-22|1|2071.4196|da4c00fb9e
356|AUD|Sun|Jorge|2012-12-03|1|2071.4196|efc2e8c59f
356|AUD|Suri|Jillian|2012-10-07|1|2071.4196|9219106f83
356|AUD|Suri|Patricia|2012-11-01|1|2071.4196|aa7053623d
356|AUD|Tang|Colin|2012-09-13|1|2071.4196|69c6bfcf38
356|AUD|Tang|Jenny|2012-08-12|1|2071.4196|8266d82759
356|AUD|Torres|Melinda|2012-08-17|1|2071.4196|1709ba0bf7
356|AUD|Vazquez|Ruben|2012-09-01|1|2071.4196|069a73bc09
356|AUD|Wang|Curtis|2012-06-18|1|2071.4196|c0fc0af160
356|AUD|Xie|Brendan|2012-03-30|1|2071.4196|8fe39c5476
356|AUD|Xu|Colin|2012-12-12|1|2071.4196|a9c748dded
356|AUD|Yang|Wesley|2012-10-13|1|2071.4196|7c78ac0aa3
356|AUD|Ye|Christy|2012-08-15|1|2071.4196|32290be82d
356|AUD|Ye|Erica|2012-04-27|1|2071.4196|ed35a72046
356|AUD|Zhang|Edwin|2012-11-29|1|2071.4196|be8df5e2b2
356|AUD|Zheng|Jeffery|2012-10-24|1|2071.4196|858874cce5
356|AUD|Zhou|Laura|2012-02-18|1|2071.4196|137b3de2ad
356|AUD|Zhu|Sandra|2012-12-12|1|2071.4196|9c1ab484d9
356|CAD|Campbell|Isabella|2012-02-27|1|2071.4196|e90b8adfcf
356|CAD|Foster|Deb|2012-08-29|1|2071.4196|1a0bd3e0e6
356|CAD|Gonzales|Melissa|2012-04-17|1|2071.4196|6b3705c50f
356|CAD|James|Timothy|2012-08-03|1|2071.4196|e9a88989bd
356|CAD|Long|Morgan|2012-09-11|1|2071.4196|691a02bf2b
356|CAD|Thompson|Devin|2012-07-30|1|2071.4196|e00760e10b
356|CAD|Turner|Amanda|2012-02-03|1|2071.4196|19aabd98ac
356|GBP|Blanco|Jacquelyn|2012-12-07|1|2071.4196|73b229762f
356|GBP|Chen|Tamara|2012-06-28|1|2071.4196|1339357fac
356|GBP|Fernandez|Jillian|2012-08-17|1|2071.4196|dfcb3e5af7
356|GBP|Foster|Alexia|2012-01-10|1|2071.4196|2cdff1d85d
356|GBP|Garcia|Emmanuel|2012-03-28|1|2071.4196|fb77ee73e3
356|GBP|Gomez|Joy|2012-09-10|1|2071.4196|028eb4f6d3
356|GBP|He|Alan|2012-03-15|1|2071.4196|a7d045b0e1
356|GBP|Liu|Stacey|2012-12-15|1|2071.4196|ce89258f2a
356|GBP|Lu|Bianca|2012-11-10|1|2071.4196|10447fd4ba
356|GBP|Luo|Alejandro|2012-05-30|1|2071.4196|6a93e57d43
356|GBP|Moreno|Paula|2012-12-11|1|2071.4196|0efec372b8
356|GBP|Nason|Kirk|2012-11-13|1|2071.4196|1e06fcfccb
356|GBP|Ortega|Beth|2012-04-14|1|2071.4196|b128c158b9
356|GBP|Rodriguez|Stefanie|2012-07-02|1|2071.4196|02ae06349c
356|GBP|Ruiz|Audrey|2012-09-15|1|2071.4196|f2d53bd8d0
356|GBP|Ruiz|Derrick|2012-08-29|1|2071.4196|45338f0bd0
356|GBP|Samant|Mandar|2012-11-06|1|2071.4196|9ef0da7908
356|GBP|Xie|Colleen|2012-02-11|1|2071.4196|0e257185ac
356|USD|Allen|Jennifer|2012-09-15|1|2071.4196|05c9c59eeb
356|USD|Andersen|Kristin|2012-03-25|1|2071.4196|c296333b85
356|USD|Barnes|Angela|2012-05-24|1|2071.4196|c209edee2e
356|USD|Belson|Joe|2012-06-17|1|2071.4196|a1dc0acc4e
356|USD|Bennett|Miguel|2012-05-01|1|2071.4196|f0a233827e
356|USD|Blanco|Teresa|2012-07-25|1|2071.4196|a1bc32e585
356|USD|Brooks|Katelyn|2012-11-16|1|2071.4196|26df15cc2c
356|USD|Chande|Calvin|2012-12-22|1|2071.4196|518e5670c1
356|USD|Chapman|Candace|2012-12-07|1|2071.4196|5ff378de1b
356|USD|Chen|Noah|2012-02-06|1|2071.4196|83432ab454
356|USD|Clark|Jacob|2012-11-16|1|2071.4196|6fdf13bbe3
356|USD|Coleman|Mya|2012-11-15|1|2071.4196|d4db1163b9
356|USD|Diaz|Brianna|2012-02-29|1|2071.4196|16d6ce70c7
356|USD|Edwards|James|2012-12-14|1|2071.4196|5570daeebe
356|USD|Evans|Miguel|2012-12-25|1|2071.4196|17637872f8
356|USD|Flores|Christian|2012-11-02|1|2071.4196|f3f420676f
356|USD|Flores|Taylor|2012-08-14|1|2071.4196|ac72d5c374
356|USD|Goel|Grant|2012-12-17|1|2071.4196|d77ace1f5d
356|USD|Gonzales|Kaitlyn|2012-09-06|1|2071.4196|85a8759af2
356|USD|Gonzalez|Caleb|2012-11-17|1|2071.4196|aa50e25947
356|USD|Gonzalez|Kyle|2012-05-18|1|2071.4196|eb79762ed3
356|USD|Guo|Shannon|2012-12-07|1|2071.4196|7d8b0e6929
356|USD|Hayes|Kayla|2012-02-13|1|2071.4196|21091f3c1e
356|USD|Hayes|Marissa|2012-12-19|1|2071.4196|bff60fbb20
356|USD|Hayes|Miranda|2012-10-28|1|2071.4196|37215fc7ae
356|USD|Henderson|Robert|2012-08-11|1|2071.4196|9504de88f2
356|USD|Hill|Kevin|2012-12-03|1|2071.4196|d91bd7dded
356|USD|Huang|Trisha|2012-11-29|1|2071.4196|4de539cfcd
356|USD|Hughes|Jacqueline|2012-02-13|1|2071.4196|7f170b8c81
356|USD|Jackson|Zachary|2012-06-20|1|2071.4196|30f5b8e76a
356|USD|James|Mackenzie|2012-08-08|1|2071.4196|d69b74365e
356|USD|Jenkins|Eric|2012-07-13|1|2071.4196|beff4dfd87
356|USD|Lewis|Miguel|2012-01-24|1|2071.4196|2db7c7c83a
356|USD|Lewis|Natalie|2012-09-08|1|2071.4196|9b219c6d7c
356|USD|Long|Anna|2012-10-29|1|2071.4196|4a2e8a06fa
356|USD|Lopez|Caleb|2012-10-21|1|2071.4196|a0d6042fda
356|USD|Madan|Brett|2012-05-28|1|2071.4196|516b725f5f
356|USD|Martin|Miguel|2012-09-22|1|2071.4196|b185b43b93
356|USD|Martin|Samantha|2012-12-07|1|2071.4196|640b513512
356|USD|Martinez|Denise|2012-08-05|1|2071.4196|9303e00568
356|USD|Mehta|Adriana|2012-12-16|1|2071.4196|7e13b38d50
356|USD|Mehta|Bobby|2012-10-28|1|2071.4196|dbc086c1a1
356|USD|Miller|Lucas|2012-09-18|1|2071.4196|90274c5f99
356|USD|Moreno|Stacy|2012-05-02|1|2071.4196|65a6ab8d2c
356|USD|Nath|Jenny|2012-11-25|1|2071.4196|f1d7b48cfc
356|USD|Navarro|Linda|2012-10-28|1|2071.4196|6f569a4ad0
356|USD|Nelson|Madeline|2012-01-14|1|2071.4196|bed70fae61
356|USD|Ortega|Kathleen|2012-05-19|1|2071.4196|c23e6b3d1a
356|USD|Patterson|Fernando|2012-04-28|1|2071.4196|71a9cd24d4
356|USD|Patterson|Tristan|2012-09-04|1|2071.4196|5e00fd94ea
356|USD|Perez|Robert|2012-10-11|1|2071.4196|577a990bc9
356|USD|Perry|Jordyn|2012-06-17|1|2071.4196|09fc74f4f4
356|USD|Powell|Natalie|2012-06-22|1|2071.4196|1ccf6ab4bb
356|USD|Prasad|Jermaine|2012-10-15|1|2071.4196|a0dbfd84a5
356|USD|Raje|Nicolas|2012-12-08|1|2071.4196|fb987d9431
356|USD|Raje|Sharon|2012-04-14|1|2071.4196|7c98b96f5a
356|USD|Raji|Shaun|2012-09-27|1|2071.4196|80232bc45e
356|USD|Rivera|Jessica|2012-12-06|1|2071.4196|2da66719ff
356|USD|Roberts|Isaiah|2012-10-08|1|2071.4196|3f35389793
356|USD|Roberts|Sophia|2012-10-12|1|2071.4196|507bc83fc6
356|USD|Romero|Marc|2012-11-19|1|2071.4196|64ed125443
356|USD|Ruiz|Diana|2012-10-08|1|2071.4196|ee8b664f40
356|USD|Russell|Dakota|2012-08-18|1|2071.4196|d3d03d6c1e
356|USD|Sai|Erick|2012-01-02|1|2071.4196|23e216164f
356|USD|Sai|Joel|2012-12-12|1|2071.4196|a92d85f54a
356|USD|Sanchez|Rachael|2012-07-11|1|2071.4196|716407f52b
356|USD|Shan|Alisha|2012-07-01|1|2071.4196|d45da0fcf7
356|USD|Shan|Jackson|2012-10-30|1|2071.4196|429c287ab8
356|USD|Sharma|Shawn|2012-07-31|1|2071.4196|6fbb094928
356|USD|Sun|Darryl|2012-04-07|1|2071.4196|6a48c35c24
356|USD|Taylor|Dalton|2012-06-05|1|2071.4196|39c64e3874
356|USD|Thompson|Rachel|2012-09-11|1|2071.4196|19d6688e56
356|USD|Torres|Rebekah|2012-04-04|1|2071.4196|d5bb3fa7c0
356|USD|Turner|Jordan|2012-11-01|1|2071.4196|bc832a982e
356|USD|Walker|Devin|2012-05-31|1|2071.4196|9935ce8a5e
356|USD|White|Grace|2012-07-14|1|2071.4196|caa47f61ba
356|USD|Wood|Elizabeth|2012-03-19|1|2071.4196|91aef80dd3
356|USD|Wu|Darryl|2012-12-05|1|2071.4196|3dec238430
356|USD|Xie|Deborah|2012-10-11|1|2071.4196|b0778c63f8
356|USD|Ye|Laura|2012-12-11|1|2071.4196|5f92ff03d4
356|USD|Zeng|Crystal|2012-08-21|1|2071.4196|4d6c000b8f
357|AUD|Alvarez|Janet|2012-12-29|1|2319.99|33f000624f
357|AUD|Andersen|Carl|2013-01-27|1|2319.99|adf5c8fdad
357|AUD|Beck|Alejandro|2013-01-20|1|2319.99|67d90c5876
357|AUD|Chander|Damien|2013-01-13|1|2319.99|0c3e70af2d
357|AUD|Gao|Todd|2012-12-31|1|2319.99|a6eb06112c
357|AUD|Navarro|Carolyn|2013-01-26|1|2319.99|56f673127f
357|AUD|Ye|Leah|2013-01-25|1|2319.99|8442e9796a
357|CAD|Diaz|Katherine|2013-02-03|1|2319.99|229cfac597
357|CAD|Wu|Randy|2013-02-15|1|2319.99|a57f1a5cfd
357|GBP|Martin|Joseph|2013-01-08|1|2319.99|13ad3a2e2d
357|GBP|Richardson|Ian|2013-02-09|1|2319.99|59f6909b73
357|GBP|Stewart|Megan|2013-02-22|1|2319.99|75589bcd9a
357|USD|Adams|Natalie|2013-02-14|1|2319.99|53b71a9c46
357|USD|Chande|Calvin|2013-02-04|1|2319.99|ce48fe92b2
357|USD|Chander|Tamara|2013-02-20|1|2319.99|7d08076847
357|USD|Davis|Hunter|2013-01-13|1|2319.99|1c85afd0ae
357|USD|Hayes|Jacqueline|2013-01-28|1|2319.99|9aacb7a3e3
357|USD|Hu|Erica|2013-01-21|1|2319.99|cf42224036
357|USD|Kumar|Nina|2013-01-30|1|2319.99|0d43cbf37a
357|USD|Luo|Jon|2013-02-21|1|2319.99|f1b35f1ab0
357|USD|Martinez|Devin|2013-02-09|1|2319.99|3242e82d29
357|USD|Miller|Morgan|2013-02-12|1|2319.99|58dc453f81
357|USD|Navarro|Frank|2012-12-30|1|2319.99|5f875b0ea9
357|USD|Phillips|Lucas|2013-01-04|1|2319.99|f0ea701309
357|USD|Prasad|Dominique|2013-02-12|1|2319.99|3b518257fb
357|USD|Rai|Jenny|2013-01-12|1|2319.99|82709c03a6
357|USD|Raman|Carla|2013-01-04|1|2319.99|973042bc38
357|USD|Ross|Elijah|2013-01-31|1|2319.99|0f911b0cf6
357|USD|Russell|Jennifer|2013-01-22|1|2319.99|2d61eb523f
357|USD|Sharma|Kurt|2013-02-04|1|2319.99|66fcf3c5d1
357|USD|She|Aimee|2013-02-12|1|2319.99|4e69dad5f9
358|AUD|Alexander|Olivia|2012-09-24|1|2049.0982|63fe83aab3
358|AUD|Allen|Ian|2012-12-03|1|2049.0982|7b684f87e2
358|AUD|Anand|Leonard|2012-08-30|1|2049.0982|e86c3092c6
358|AUD|Andersen|Marshall|2012-12-27|1|2049.0982|45cce2469b
358|AUD|Arthur|Jay|2012-03-12|1|2049.0982|59291c1946
358|AUD|Cai|Jeffery|2012-11-27|1|2049.0982|5ee67f6324
358|AUD|Chandra|Veronica|2012-08-29|1|2049.0982|e43cf52b87
358|AUD|Chen|Alisha|2012-08-31|1|2049.0982|fba6c8082e
358|AUD|Chen|Clayton|2012-11-07|1|2049.0982|491a585419
358|AUD|Coleman|Luis|2012-09-05|1|2049.0982|dedc813681
358|AUD|Davis|Seth|2012-12-23|1|2049.0982|df47e22f1f
358|AUD|Deng|Gilbert|2012-12-22|1|2049.0982|21ae55e15d
358|AUD|Deng|Jodi|2012-12-15|1|2049.0982|8ab584990a
358|AUD|Dominguez|Darren|2012-07-12|1|2049.0982|65031a916f
358|AUD|Flores|Connor|2012-12-24|1|2049.0982|5e0709565c
358|AUD|Foster|Madison|2012-08-10|1|2049.0982|be43bccf57
358|AUD|Gao|Louis|2012-09-10|1|2049.0982|f6834c867d
358|AUD|Garcia|Andre|2012-03-30|1|2049.0982|19eb40b7f7
358|AUD|Garcia|Roy|2012-11-21|1|2049.0982|7e64b483fd
358|AUD|Goel|Alejandro|2012-04-22|1|2049.0982|73774261ac
358|AUD|Gonzalez|Jay|2012-09-13|1|2049.0982|a97018710e
358|AUD|He|Dawn|2012-11-06|1|2049.0982|a5bfbeed59
358|AUD|He|Eugene|2012-07-19|1|2049.0982|894e4988a9
358|AUD|Hernandez|Erika|2012-12-09|1|2049.0982|4a7610792c
358|AUD|Hu|Valerie|2012-10-14|1|2049.0982|855b135628
358|AUD|Jai|Tommy|2012-10-06|1|2049.0982|da9c277a93
358|AUD|Jiménez|Alberto|2012-11-15|1|2049.0982|3c94e63e6f
358|AUD|Jiménez|Byron|2012-12-05|1|2049.0982|b06c2d4177
358|AUD|Li|Jack|2012-08-13|1|2049.0982|1108d690f5
358|AUD|Liu|Jaclyn|2012-04-21|1|2049.0982|27d77458aa
358|AUD|Luo|Colleen|2012-10-05|1|2049.0982|80699bef56
358|AUD|Ma|Rafael|2012-03-31|1|2049.0982|db103edbcb
358|AUD|Ma|Roger|2012-10-07|1|2049.0982|1adce18218
358|AUD|Malhotra|Harold|2012-11-08|1|2049.0982|a9981f96bd
358|AUD|Martin|Diane|2012-07-02|1|2049.0982|eb889e376b
358|AUD|Morgan|Sara|2012-06-17|1|2049.0982|eb7a6094a1
358|AUD|Nelson|Mary|2012-06-03|1|2049.0982|d827691d4c
358|AUD|Ortega|Anne|2012-04-19|1|2049.0982|474b30c8fb
358|AUD|Ortega|Lance|2012-01-03|1|2049.0982|54dc9b4048
358|AUD|Ortega|Monique|2011-12-29|1|2049.0982|769b2dccd5
358|AUD|Perez|Kyle|2012-12-26|1|2049.0982|65cfac6e68
358|AUD|Prasad|Arthur|2012-09-19|1|2049.0982|6ee73af7ea
358|AUD|Rai|Johnny|2012-06-08|1|2049.0982|32380a4d6d
358|AUD|Raje|Johnny|2012-08-23|1|2049.0982|6fac5dc472
358|AUD|Raman|Jay|2012-07-11|1|2049.0982|00d65ac91a
358|AUD|Ramirez|Cole|2012-07-14|1|2049.0982|5b1ceb09dd
358|AUD|Ramos|Leslie|2012-12-08|1|2049.0982|98878faa4d
358|AUD|Rodriguez|Kristi|2012-08-30|1|2049.0982|66581ccd11
358|AUD|Rodriguez|Ruben|2012-02-19|1|2049.0982|fabb327a7c
358|AUD|Romero|Frank|2012-10-21|1|2049.0982|97d41b2347
